iter	MAE	RMSE
133	3.91739401	5.147592506
134	3.913319932	5.142810454
135	3.906338057	5.134465082
136	3.903089557	5.129130181
137	3.899017338	5.124260635
138	3.895613151	5.12098177
139	3.89016259	5.115473158
140	3.887511182	5.112079052
141	3.881321212	5.10482834
142	3.87813059	5.100621183
143	3.872002888	5.092440272
144	3.869727283	5.089141415
145	3.864721151	5.083496592
146	3.858885376	5.076585052
147	3.852871848	5.069634463
148	3.843809027	5.059907962
149	3.839588458	5.055305231
150	3.830149002	5.044807679
151	3.826867143	5.041310153
152	3.815741549	5.027703524
153	3.811316279	5.022770804
154	3.806710217	5.01554556
155	3.803243434	5.012209387
156	3.793577435	5.00151566
157	3.78316295	4.989938821
158	3.780232262	4.986895492
159	3.77904085	4.985395096
160	3.773417129	4.978056784
161	3.769691385	4.974209405
162	3.765868329	4.969525939
163	3.758840935	4.96058522
164	3.755724763	4.955056237
165	3.752379407	4.951718237
166	3.747931226	4.947489404
167	3.744457296	4.943518344
168	3.737694789	4.9343266
169	3.73033429	4.926212102
170	3.721326475	4.917404483
171	3.717604004	4.910946632
172	3.713132488	4.903381463
173	3.708297416	4.898287006
174	3.705852765	4.894778405
175	3.701592175	4.890079563
176	3.699049731	4.887519728
177	3.69592704	4.882458945
178	3.692197866	4.878792294
179	3.687002775	4.871123356
180	3.683026021	4.866606765
181	3.677730915	4.860820754
182	3.676519493	4.859278235
183	3.674751825	4.856952864
184	3.672138492	4.852816005
185	3.667502722	4.847499012
186	3.660709259	4.841486964
187	3.659112663	4.839160872
188	3.6534025	4.832291268
189	3.650511142	4.828844622
190	3.643944891	4.822597598
191	3.642103429	4.820381558
192	3.635570736	4.814129535
193	3.633662715	4.812053307
194	3.629158297	4.805186731
195	3.625145856	4.799104101
196	3.622327843	4.795842714
197	3.620019824	4.791277681
198	3.615066971	4.784589826
199	3.612944934	4.781951978
200	3.611567815	4.780212306
201	3.608522861	4.774835263
202	3.605939548	4.77240369
203	3.602793315	4.767027337
204	3.598206619	4.762522236
205	3.596426659	4.759826403
206	3.59182919	4.75491954
207	3.589084774	4.751919128
208	3.586589327	4.746973625
209	3.580374271	4.738740943
210	3.575909824	4.733503092
211	3.574295706	4.731501326
212	3.571463167	4.727192517
213	3.567893313	4.723839908
214	3.563722048	4.717846535
215	3.558779481	4.713436394
216	3.553836632	4.706212705
217	3.550633898	4.702533718
218	3.546618464	4.697861408
219	3.543903196	4.692898515
220	3.541558024	4.688313996
221	3.539199902	4.685189173
222	3.536962035	4.680903689
223	3.533419966	4.676817937
224	3.530069096	4.672888785
225	3.527879612	4.670185624
226	3.527388832	4.668809683
227	3.524162635	4.664408973
228	3.522774476	4.663032465
229	3.521655719	4.661079571
230	3.518844887	4.658265206
231	3.515864671	4.655028767
232	3.514085725	4.653486731
233	3.510235566	4.647554529
234	3.50276665	4.639188002
235	3.500732293	4.636990734
236	3.493720568	4.626913059
237	3.491908777	4.624792663
238	3.486959803	4.619592311
239	3.48305639	4.61530777
240	3.47847437	4.608882563
241	3.475497281	4.605323336
242	3.474087653	4.60316625
243	3.468447963	4.593953528
244	3.465644527	4.590718892
245	3.46402039	4.587931471
246	3.460222352	4.583183085
247	3.459360353	4.581940448
248	3.456030441	4.578394762
249	3.453121389	4.572861471
250	3.449872388	4.569033372
251	3.447326836	4.566665461
252	3.444880193	4.56381473
253	3.439317576	4.557829726
254	3.437737789	4.555592503
255	3.436421722	4.554316478
256	3.432767303	4.550022073
257	3.430094393	4.544933494
258	3.428266902	4.542827006
259	3.425672869	4.540318565
260	3.423414471	4.537196345
261	3.422545637	4.536326032
262	3.42016976	4.53409512
263	3.419069218	4.532850978
264	3.416041063	4.529997495
265	3.414146131	4.526453681
266	3.410279335	4.521800106
267	3.407277948	4.516428044
268	3.404798951	4.514010728
269	3.40316857	4.512504716
270	3.400659457	4.509655921
271	3.397897938	4.506028139
272	3.396289145	4.50414331
273	3.393709007	4.50033949
274	3.391236515	4.497525285
275	3.38798381	4.493096216
276	3.386296371	4.49091709
277	3.382354842	4.485772642
278	3.381426267	4.484448739
279	3.377269671	4.480161762
280	3.374646148	4.476766126
281	3.373475609	4.475643764
282	3.371665023	4.473343436
283	3.369385006	4.470758828
284	3.366056134	4.467459972
285	3.364381632	4.466094984
286	3.358646637	4.460179729
287	3.35733633	4.457853751
288	3.356021616	4.455393484
289	3.354209	4.453320061
290	3.349094574	4.447877908
291	3.34585257	4.441720871
292	3.344755743	4.439907353
293	3.343010154	4.437543839
294	3.338006484	4.432234856
295	3.334174344	4.426424287
296	3.329685777	4.420643434
297	3.327676937	4.418475019
298	3.324642194	4.415216071
299	3.323831572	4.414432641
300	3.322519141	4.412974117
301	3.317944112	4.404303312
302	3.316508938	4.402368372
303	3.313308863	4.398535104
304	3.310687883	4.394715908
305	3.306673837	4.386981012
306	3.306148089	4.386212018
307	3.302949811	4.381390347
308	3.301613912	4.379371323
309	3.299526716	4.377209546
310	3.297812907	4.374605816
311	3.293855805	4.367765587
312	3.292791435	4.366715717
313	3.291794121	4.365767273
314	3.290933116	4.364566001
315	3.287268695	4.360035188
316	3.28436935	4.356055254
317	3.282147956	4.352924155
318	3.280956056	4.351431271
319	3.277471454	4.347954738
320	3.276899963	4.346926306
321	3.27563159	4.345071825
322	3.274688334	4.343039002
323	3.274290809	4.342620393
324	3.272621147	4.340200813
325	3.271424729	4.338016284
326	3.269846173	4.335572746
327	3.267473966	4.33178722
328	3.266098598	4.329981886
329	3.263219573	4.324100902
330	3.260405863	4.320144057
331	3.258473239	4.317554408
332	3.256632951	4.315407333
333	3.254939575	4.313729718
334	3.253722446	4.310843205
335	3.252783488	4.309277214
336	3.251724726	4.308150152
337	3.250287545	4.306074983
338	3.248245312	4.30258138
339	3.247125424	4.301290819
340	3.244461054	4.298157828
341	3.241481154	4.294674365
342	3.239491913	4.292609857
343	3.237950074	4.290896219
344	3.236635403	4.289620286
345	3.23588456	4.288656302
346	3.234485946	4.287042269
347	3.231126199	4.282893258
348	3.230096267	4.280809338
349	3.227873698	4.277611303
350	3.224711878	4.273179565
351	3.222826895	4.271246843
352	3.222241882	4.270404212
353	3.219957264	4.268168326
354	3.215643159	4.263481717
355	3.21254646	4.259898249
356	3.212015624	4.259132205
357	3.208641517	4.256107974
358	3.205797971	4.251850706
359	3.204853668	4.250930745
360	3.201722441	4.247930414
361	3.20056971	4.246568131
362	3.199598469	4.245377161
363	3.198933092	4.244693445
364	3.197332759	4.242634057
365	3.195790473	4.240918216
366	3.193048844	4.237503294
367	3.192038112	4.236363276
368	3.190081252	4.23300378
369	3.18793212	4.2305435
370	3.18678914	4.228788438
371	3.183577615	4.224917387
372	3.182259512	4.223425459
373	3.179483418	4.219148994
374	3.173527634	4.212571223
375	3.171696775	4.210748157
376	3.1688381	4.207639377
377	3.167604388	4.206359199
378	3.165353829	4.204233259
379	3.164493564	4.202711339
380	3.162119217	4.199552753
381	3.158662415	4.196297588
382	3.155226618	4.192444743
383	3.152572307	4.188793073
384	3.148782607	4.18317277
385	3.147551916	4.180856319
386	3.146301407	4.179675911
387	3.143768485	4.176983132
388	3.142287571	4.175523285
389	3.140173938	4.173375037
390	3.136633606	4.170264644
391	3.136157874	4.169210617
392	3.134979234	4.167622723
393	3.133415085	4.166183278
394	3.131263731	4.16384181
395	3.129262244	4.161261139
396	3.12606358	4.157525515
397	3.123578293	4.153704543
398	3.122875897	4.152961428
399	3.120497155	4.149440486
400	3.118128215	4.145974222
401	3.117245042	4.144775619
402	3.114004351	4.139876456
403	3.112504881	4.138032151
404	3.111756606	4.137237113
405	3.110577363	4.135545466
406	3.108427211	4.132618818
407	3.104288317	4.127773822
408	3.103337107	4.126903174
409	3.101948363	4.12577501
410	3.100279059	4.12362392
411	3.097721032	4.11967379
412	3.096300534	4.118568226
413	3.095306744	4.117380611
414	3.094409716	4.116265556
415	3.09290089	4.114193888
416	3.090586267	4.111784748
417	3.08924159	4.110309187
418	3.086082853	4.106410065
419	3.085125794	4.105391208
420	3.083252238	4.103165618
421	3.082010364	4.100953167
422	3.07987476	4.098126124
423	3.078591737	4.096458785
424	3.076849867	4.094191514
425	3.072519231	4.089516618
426	3.071573923	4.088489452
427	3.070881939	4.087158969
428	3.068550635	4.084875787
429	3.067521089	4.083594146
430	3.065323418	4.082049884
431	3.062898381	4.07855719
432	3.062138507	4.077548934
433	3.06088306	4.076119939
434	3.060050351	4.075127769
435	3.057667872	4.072000202
436	3.055788573	4.069095622
437	3.053196693	4.065382166
438	3.051378742	4.063033602
439	3.050180326	4.061631274
440	3.046957984	4.057057548
441	3.046229461	4.056086285
442	3.044762815	4.053401355
443	3.044206928	4.052812739
444	3.041630925	4.04965857
445	3.039576331	4.047009386
446	3.037698664	4.045066172
447	3.03526548	4.042349486
448	3.033494162	4.038861688
449	3.031396173	4.036775141
450	3.029849842	4.034702181
451	3.02494385	4.029602181
452	3.022743865	4.025556421
453	3.021830264	4.023891988
454	3.019433998	4.020976572
455	3.019107847	4.019910328
456	3.017456484	4.018049742
457	3.016160027	4.016599177
458	3.014477546	4.01393898
459	3.011546356	4.011463613
460	3.01000838	4.009908747
461	3.008667611	4.00810221
462	3.007373193	4.006246103
463	3.005127484	4.00303486
464	3.003826368	4.001093015
465	3.002437533	3.999153347
466	3.001364525	3.997978975
467	3.00059536	3.996941615
468	2.997767306	3.994233086
469	2.996704125	3.992648977
470	2.99584147	3.991640059
471	2.994940219	3.990588022
472	2.99317687	3.988226242
473	2.991833543	3.986668403
474	2.990310474	3.984936849
475	2.986861989	3.980874342
476	2.985238242	3.979363853
477	2.983682075	3.978246526
478	2.981308025	3.975558782
479	2.979899809	3.973286492
480	2.97833322	3.971367658
481	2.977212812	3.969955035
482	2.975696069	3.968703477
483	2.972716026	3.965551768
484	2.97148124	3.964503411
485	2.9700628	3.962825958
486	2.96908149	3.961765839
487	2.96325261	3.955386601
488	2.961027385	3.951421267
489	2.959936354	3.950303327
490	2.958250625	3.94774993
491	2.957726619	3.947225425
492	2.95685842	3.946182649
493	2.955658329	3.94446722
494	2.953584311	3.941248594
495	2.95105267	3.937932472
496	2.950424426	3.937232186
497	2.949464667	3.935830172
498	2.944866424	3.929696718
499	2.943638782	3.928512873
500	2.943345805	3.927980569
501	2.941057602	3.925620856
502	2.936133464	3.920448665
503	2.934672297	3.919376809
504	2.932137588	3.915197738
505	2.931221244	3.91409736
506	2.929932456	3.91242681
507	2.927219642	3.907673054
508	2.924654649	3.904274049
509	2.922196104	3.901619235
510	2.920695472	3.900041319
511	2.919223751	3.897895366
512	2.917356169	3.896103641
513	2.916079767	3.893583611
514	2.91464499	3.891951131
515	2.912488152	3.889541523
516	2.909942883	3.885635691
517	2.908589461	3.883535128
518	2.904475718	3.878271191
519	2.902498464	3.87562071
520	2.900240256	3.873124187
521	2.898309407	3.870850327
522	2.896095749	3.868765874
523	2.894984291	3.867793842
524	2.893076133	3.865323507
525	2.891122692	3.863681026
526	2.887264442	3.858681598
527	2.885692636	3.856596612
528	2.884459628	3.85474302
529	2.883829767	3.853756118
530	2.883568034	3.853368961
531	2.881430499	3.851733775
532	2.879369565	3.849289094
533	2.87822465	3.847833368
534	2.874931833	3.844015545
535	2.873201406	3.841804924
536	2.872400393	3.840587487
537	2.871934084	3.84018526
538	2.871467301	3.839880512
539	2.870630522	3.838826665
540	2.869193146	3.837442992
541	2.868346208	3.836470965
542	2.867135191	3.833939731
543	2.86544035	3.831614995
544	2.864658718	3.830643986
545	2.863119997	3.827885836
546	2.861714387	3.826060098
547	2.860543243	3.824265184
548	2.858202242	3.821485509
549	2.857197659	3.820398219
550	2.855240797	3.818324054
551	2.853720622	3.815870482
552	2.850177689	3.81211952
553	2.847914484	3.809226517
554	2.847165275	3.8086154
555	2.844845705	3.805651765
556	2.843301686	3.80380861
557	2.842078377	3.802219775
558	2.840096083	3.800475619
559	2.839395445	3.799135807
560	2.837844071	3.797881535
561	2.836526117	3.795811706
562	2.836246826	3.795391642
563	2.834187289	3.792749545
564	2.833290417	3.791521969
565	2.831903331	3.789488556
566	2.829902821	3.786618531
567	2.827983921	3.784689169
568	2.824905526	3.781029743
569	2.821325023	3.776881628
570	2.819751483	3.77495607
571	2.81716191	3.771614524
572	2.815968236	3.770720434
573	2.814345524	3.769190642
574	2.813633925	3.768040814
575	2.811182986	3.765649346
576	2.810478575	3.764782066
577	2.807244091	3.761360826
578	2.806726645	3.760896423
579	2.805373814	3.759620961
580	2.803282158	3.757496271
581	2.801182201	3.753621559
582	2.800467451	3.752626091
583	2.799085109	3.751227481
584	2.798584984	3.750759806
585	2.797399875	3.748938774
586	2.796019929	3.747105326
587	2.795709587	3.746617305
588	2.794389865	3.744161336
589	2.79340964	3.743049437
590	2.791850124	3.741323309
591	2.79112172	3.740210698
592	2.789878497	3.738387809
593	2.788824933	3.737324603
594	2.784649369	3.732238625
595	2.784537304	3.731861698
596	2.782950161	3.730022422
597	2.782059793	3.72895958
598	2.780696455	3.727221441
599	2.778654722	3.724388583
600	2.776277736	3.720946306
601	2.773566216	3.718607942
602	2.771280039	3.716711813
603	2.768547377	3.711564162
604	2.767779246	3.710541899
605	2.764839971	3.706809836
606	2.763780219	3.704559661
607	2.763158251	3.703925508
608	2.762755971	3.703374021
609	2.76172407	3.702072222
610	2.760533007	3.700474786
611	2.760097349	3.699660772
612	2.755524402	3.695142321
613	2.753973775	3.69368698
614	2.75297026	3.692181827
615	2.752674863	3.691560808
616	2.751718382	3.690395134
617	2.750564262	3.688677647
618	2.749461177	3.686987517
619	2.748040396	3.685199362
620	2.746642373	3.683488567
621	2.745764596	3.682801689
622	2.745349031	3.682407615
623	2.743723072	3.680862325
624	2.741786684	3.677831689
625	2.740914473	3.677031574
626	2.740420429	3.676455181
627	2.73892093	3.674487314
628	2.738093585	3.673884674
629	2.736163885	3.672167525
630	2.735044786	3.670712683
631	2.732549378	3.666518953
632	2.731150221	3.664075878
633	2.729731252	3.662684189
634	2.727544565	3.660078193
635	2.726971615	3.659506011
636	2.724980283	3.657095015
637	2.724359363	3.656330565
638	2.72334712	3.654913705
639	2.721834495	3.653561366
640	2.720262212	3.651233805
641	2.719408132	3.649788712
642	2.71821763	3.647792532
643	2.717765181	3.646263821
644	2.717028134	3.645457261
645	2.714673975	3.642590329
646	2.712892211	3.64060475
647	2.710884255	3.638206195
648	2.710118879	3.637546104
649	2.709421411	3.635790989
650	2.708029186	3.632527489
651	2.706376811	3.630679264
652	2.704337039	3.628658461
653	2.703382454	3.627557222
654	2.702239513	3.62626291
655	2.701452215	3.624743967
656	2.701114092	3.624199514
657	2.700385301	3.622708623
658	2.699436093	3.621492906
659	2.698765507	3.620218118
660	2.698055799	3.619722229
661	2.696989943	3.618394718
662	2.696385159	3.617836165
663	2.693702346	3.614941391
664	2.692270163	3.61300761
665	2.690322784	3.610264294
666	2.688893278	3.608461344
667	2.686816771	3.605419356
668	2.686190818	3.604459633
669	2.685389642	3.603578857
670	2.684461675	3.602540355
671	2.681965039	3.599776303
672	2.681374182	3.599102293
673	2.68083333	3.598377689
674	2.679922926	3.597157778
675	2.678871197	3.596008998
676	2.67709452	3.592574754
677	2.676057286	3.591494392
678	2.675451888	3.590315902
679	2.67486437	3.589467277
680	2.673819693	3.588134672
681	2.671787599	3.584355314
682	2.670972312	3.583408939
683	2.670596583	3.582978938
684	2.667366693	3.577230163
685	2.666669413	3.57653589
686	2.665759844	3.57443059
687	2.664575162	3.573372251
688	2.664128129	3.572699913
689	2.660957976	3.568384347
690	2.659885936	3.566939361
691	2.658068271	3.56372253
692	2.657078182	3.562305171
693	2.65608351	3.560909016
694	2.655016107	3.559959487
695	2.653898996	3.558522316
696	2.651140075	3.555829119
697	2.649093924	3.553764044
698	2.648534024	3.552970934
699	2.64754026	3.551668794
700	2.646877396	3.550970742
701	2.646386441	3.550157585
702	2.644898363	3.548228456
703	2.644542316	3.547265585
704	2.643090592	3.545668624
705	2.642297269	3.54474567
706	2.639963518	3.541926952
707	2.63710366	3.537345832
708	2.63646932	3.536832799
709	2.635831876	3.535955738
710	2.634847211	3.535115209
711	2.634127011	3.534371326
712	2.63336636	3.533317081
713	2.632218301	3.531709093
714	2.631067187	3.530320599
715	2.629192648	3.526821198
716	2.627862712	3.524633036
717	2.62736728	3.523610972
718	2.626562439	3.521433581
719	2.624780771	3.519336792
720	2.623245729	3.517212106
721	2.622471866	3.516430578
722	2.621500033	3.515254357
723	2.618867206	3.511863662
724	2.61827619	3.510915497
725	2.617271779	3.510082277
726	2.616073665	3.508900161
727	2.615361812	3.508334659
728	2.614762828	3.507420613
729	2.614225326	3.506718481
730	2.613582877	3.505894329
731	2.61225681	3.503975098
732	2.611812855	3.503252754
733	2.611399724	3.502243443
734	2.609459177	3.499687591
735	2.608071187	3.497547594
736	2.607862367	3.49651777
737	2.607139042	3.49582461
738	2.605885817	3.494015383
739	2.603429243	3.490832312
740	2.60263869	3.489965268
741	2.60103357	3.488278079
742	2.599870266	3.487107652
743	2.599462496	3.48677053
744	2.597775775	3.484026163
745	2.59752805	3.483820055
746	2.596753643	3.483001315
747	2.595826556	3.481092762
748	2.594809053	3.479723488
749	2.593734495	3.47874462
750	2.593483663	3.478360964
751	2.591866649	3.475654197
752	2.589824609	3.473890106
753	2.588321208	3.471702033
754	2.587519136	3.470936567
755	2.587062962	3.470325623
756	2.585978559	3.469479787
757	2.584626926	3.468244495
758	2.584293889	3.467753969
759	2.583610865	3.466727085
760	2.58281372	3.465883099
761	2.581422491	3.464436212
762	2.581138806	3.46403554
763	2.579136911	3.460730707
764	2.57741753	3.458891611
765	2.576297874	3.45757152
766	2.574509302	3.455186702
767	2.574130303	3.454579303
768	2.572873056	3.453371151
769	2.571242921	3.45155461
770	2.570655962	3.45087526
771	2.568926028	3.448742119
772	2.567776843	3.447513273
773	2.566381996	3.445724916
774	2.565600835	3.444793756
775	2.564840317	3.443871942
776	2.56336651	3.441776174
777	2.562739281	3.441123018
778	2.561475792	3.439704342
779	2.560016228	3.437964186
780	2.557870148	3.435437107
781	2.556489451	3.433627642
782	2.55559294	3.432214692
783	2.555044033	3.431305167
784	2.553859919	3.429194034
785	2.552137245	3.426950528
786	2.55153319	3.426194211
787	2.54999982	3.423791354
788	2.547955207	3.421373115
789	2.547693937	3.421014994
790	2.547277808	3.420513865
791	2.546152167	3.419122227
792	2.544049312	3.416082798
793	2.542209881	3.413896365
794	2.541170548	3.412529922
795	2.539331169	3.410290442
796	2.538052905	3.408934301
797	2.537180516	3.407643435
798	2.53685169	3.407010677
799	2.535419243	3.404843014
800	2.534410205	3.403753551
801	2.533295696	3.402220103
802	2.532095809	3.400866287
803	2.531396623	3.400095565
804	2.53088972	3.399566272
805	2.530136019	3.398390426
806	2.529437167	3.39772454
807	2.52875588	3.396860835
808	2.528039739	3.395984132
809	2.52745083	3.395323528
810	2.525670766	3.391826909
811	2.525055061	3.391013987
812	2.522614809	3.388374456
813	2.521992336	3.387115134
814	2.519526382	3.3837233
815	2.517097386	3.380291409
816	2.515455308	3.378710485
817	2.514049166	3.377249702
818	2.512824391	3.375447224
819	2.512145336	3.374610996
820	2.511387549	3.373080764
821	2.510547581	3.371637018
822	2.509176166	3.369826075
823	2.508424335	3.368515005
824	2.50705624	3.366859259
825	2.506061274	3.365505107
826	2.505372694	3.364492
827	2.504117957	3.362739017
828	2.503828065	3.362288889
829	2.503385979	3.361479137
830	2.500872586	3.358567796
831	2.500244113	3.357960538
832	2.499805649	3.357317666
833	2.499231643	3.356184638
834	2.49833965	3.354863669
835	2.496577313	3.353174258
836	2.495317247	3.351540381
837	2.494082138	3.350056063
838	2.493333743	3.349306558
839	2.492610721	3.348636272
840	2.489938097	3.344357577
841	2.489435458	3.343765137
842	2.487906031	3.342146893
843	2.486754271	3.340383828
844	2.485606127	3.339023904
845	2.485029413	3.338459601
846	2.484502886	3.338031074
847	2.482522822	3.335184454
848	2.481983147	3.334279508
849	2.481510237	3.333713619
850	2.4807757	3.332550614
851	2.479719734	3.330702808
852	2.47823689	3.328969974
853	2.477402629	3.328178383
854	2.476781579	3.327576305
855	2.475696071	3.326427157
856	2.47496081	3.325548994
857	2.474689651	3.32522845
858	2.473333249	3.323276096
859	2.472941887	3.322665829
860	2.47167543	3.320537938
861	2.470344069	3.318754609
862	2.469236636	3.317495494
863	2.468142051	3.315848447
864	2.467115078	3.314802628
865	2.465541061	3.31259922
866	2.464497641	3.311225265
867	2.462812716	3.309143233
868	2.461942934	3.30822383
869	2.460878592	3.306902278
870	2.459699346	3.305263836
871	2.459222861	3.304708409
872	2.458850462	3.304428913
873	2.457509122	3.302800547
874	2.456673291	3.30168604
875	2.455838764	3.300669272
876	2.455333137	3.300122328
877	2.454940713	3.299757518
878	2.454581845	3.2993351
879	2.454149459	3.298569933
880	2.453711034	3.298029484
881	2.452510521	3.297047915
882	2.451532151	3.296205067
883	2.450560352	3.295459747
884	2.449699305	3.294470313
885	2.448497208	3.293506163
886	2.448045609	3.293064982
887	2.447544086	3.292214055
888	2.446833444	3.291585075
889	2.446346096	3.29100731
890	2.446211556	3.28974413
891	2.445431854	3.289074121
892	2.444456747	3.288050994
893	2.44365529	3.286914428
894	2.442171741	3.284593141
895	2.441033821	3.283194494
896	2.440090775	3.281683432
897	2.439154234	3.280775169
898	2.438866457	3.279563362
899	2.438051353	3.278753779
900	2.437292037	3.277516003
901	2.436909527	3.276826597
902	2.435125813	3.275103384
903	2.434659949	3.274587943
904	2.434210073	3.274007107
905	2.433281399	3.273050964
906	2.432141503	3.272071277
907	2.430774007	3.271011365
908	2.430205781	3.270393705
909	2.429172931	3.269141094
910	2.427354027	3.266297164
911	2.426430937	3.26418989
912	2.425730822	3.262424337
913	2.425292896	3.262065193
914	2.424366389	3.260918882
915	2.423527238	3.260030422
916	2.423308662	3.259495987
917	2.42255394	3.258349612
918	2.421445941	3.257178022
919	2.420078129	3.254775951
920	2.41975297	3.254502377
921	2.418919537	3.253660969
922	2.417855971	3.251375896
923	2.417070893	3.249958302
924	2.415630875	3.248328595
925	2.41357021	3.246144059
926	2.412779705	3.245316426
927	2.411042677	3.242634143
928	2.409368384	3.240740375
929	2.408041818	3.238792599
930	2.407126464	3.237419078
931	2.405967606	3.23577683
932	2.405744157	3.235450941
933	2.405072149	3.23485187
934	2.404200427	3.233728147
935	2.403694868	3.233424025
936	2.40271629	3.232211216
937	2.401246201	3.230529978
938	2.400249717	3.228770811
939	2.399624863	3.228039853
940	2.398596564	3.226516604
941	2.397813229	3.225377548
942	2.396942761	3.224677836
943	2.396052271	3.223915049
944	2.394889077	3.222887899
945	2.394298016	3.222123317
946	2.39382756	3.221689283
947	2.393376302	3.221396257
948	2.392856042	3.220615367
949	2.392331337	3.219993719
950	2.391043631	3.218131558
951	2.39051258	3.217269734
952	2.388205714	3.215293646
953	2.386966953	3.214103039
954	2.385641528	3.212656591
955	2.384850498	3.21157959
956	2.384449042	3.210938347
957	2.384098318	3.210380518
958	2.382711372	3.207662337
959	2.381247877	3.205778906
960	2.38043646	3.204832364
961	2.380391951	3.203964504
962	2.378692443	3.202186885
963	2.377525708	3.200799333
964	2.377042063	3.200303628
965	2.375480725	3.198000339
966	2.374635739	3.197311517
967	2.373908171	3.196398517
968	2.371633967	3.19387471
969	2.370903778	3.192865817
970	2.37047548	3.192101227
971	2.370014976	3.190819249
972	2.369343804	3.189805184
973	2.36855972	3.188849492
974	2.367732076	3.188016124
975	2.366567987	3.186744244
976	2.365646566	3.185736724
977	2.364456218	3.184406116
978	2.362770508	3.181214589
979	2.361946782	3.180348963
980	2.361427544	3.179533428
981	2.360731991	3.178266428
982	2.36012481	3.177546431
983	2.359419521	3.176327011
984	2.358804062	3.175443314
985	2.357654408	3.174200989
986	2.357289128	3.173798896
987	2.356787652	3.173354513
988	2.355727359	3.172263908
989	2.354513368	3.170673794
990	2.352894642	3.16891093
991	2.351811524	3.167450202
992	2.351234078	3.166613256
993	2.350470613	3.165747457
994	2.34999015	3.165173163
995	2.349529658	3.164804161
996	2.348346019	3.163153727
997	2.346972995	3.161394625
